cell_id	sample_id	stage	sequencing_batch	theiler_stage	evaluation_split
cell_01979	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01980	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01981	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01982	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01983	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01984	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01985	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01986	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01987	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01988	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01989	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01990	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01991	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01992	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01993	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01994	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01995	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01996	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01997	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01998	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01999	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02000	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02001	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02002	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02003	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02004	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02005	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02006	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02007	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02008	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02009	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02010	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02011	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02012	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02013	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02014	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_02015	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02016	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02017	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02018	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02019	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02020	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02021	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02022	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02023	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02024	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02025	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02026	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02027	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02028	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02029	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02030	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02031	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02032	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02033	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02034	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02035	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02036	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02037	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02038	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02039	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02040	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02041	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02042	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02043	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02044	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02045	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02046	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02047	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
cell_02048	sample_072039d2c505	E8.5	batch_d12882140981	TS12	training
