accession,assembly_accession,base_count,first_public,set_fasta_ftp
CAAEPG010000000,GCA_900757855,2230274,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPG01.fasta.gz
CAAEPH010000000,GCA_900757865,2059161,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPH01.fasta.gz
CAAEPI010000000,GCA_900757845,2821855,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPI01.fasta.gz
CAAEPJ010000000,GCA_900757825,2471941,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPJ01.fasta.gz
CAAEPK010000000,GCA_900757885,1195193,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPK01.fasta.gz
CAAEPL010000000,GCA_900757895,1897623,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPL01.fasta.gz
CAAEPM010000000,GCA_900757875,2327912,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPM01.fasta.gz
CAAEPN010000000,GCA_900757905,2361435,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPN01.fasta.gz
CAAEPO010000000,GCA_900757915,2606128,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPO01.fasta.gz
CAAEPP010000000,GCA_900757955,1763846,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPP01.fasta.gz
CAAEPQ010000000,GCA_900757935,1912550,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPQ01.fasta.gz
CAAEPR010000000,GCA_900757965,1411115,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPR01.fasta.gz
CAAEPS010000000,GCA_900757975,1407673,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPS01.fasta.gz
CAAEPT010000000,GCA_900757945,2594347,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPT01.fasta.gz
CAAEPU010000000,GCA_900757985,3343821,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPU01.fasta.gz
CAAEPV010000000,GCA_900757925,2442011,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPV01.fasta.gz
CAAEPW010000000,GCA_900758035,2512963,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPW01.fasta.gz
CAAEPX010000000,GCA_900758015,2870194,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPX01.fasta.gz
CAAEPY010000000,GCA_900758005,3235663,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPY01.fasta.gz
CAAEPZ010000000,GCA_900758045,1892473,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEPZ01.fasta.gz
CAAEQA010000000,GCA_900757755,1616499,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQA01.fasta.gz
CAAEQB010000000,GCA_900757995,2169640,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQB01.fasta.gz
CAAEQC010000000,GCA_900758025,2691744,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQC01.fasta.gz
CAAEQD010000000,GCA_900758055,1891167,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQD01.fasta.gz
CAAEQE010000000,GCA_900758065,3215382,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQE01.fasta.gz
CAAEQF010000000,GCA_900758075,1461855,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQF01.fasta.gz
CAAEQG010000000,GCA_900757835,1209509,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQG01.fasta.gz
CAAEQH010000000,GCA_900758085,1513202,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQH01.fasta.gz
CAAEQI010000000,GCA_900758125,1505327,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQI01.fasta.gz
CAAEQJ010000000,GCA_900758095,1972458,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQJ01.fasta.gz
CAAEQK010000000,GCA_900758115,2387819,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQK01.fasta.gz
CAAEQL010000000,GCA_900758105,2247050,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQL01.fasta.gz
CAAEQM010000000,GCA_900758135,2030229,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQM01.fasta.gz
CAAEQN010000000,GCA_900758165,1599705,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQN01.fasta.gz
CAAEQO010000000,GCA_900758175,2933732,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQO01.fasta.gz
CAAEQP010000000,GCA_900758155,1638026,2019-04-09,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQP01.fasta.gz
CAAEQQ010000000,GCA_900758185,1706923,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQQ01.fasta.gz
CAAEQR010000000,GCA_900758195,1547603,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQR01.fasta.gz
CAAEQS010000000,GCA_900758145,2401812,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQS01.fasta.gz
CAAEQT010000000,GCA_900758205,2792015,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQT01.fasta.gz
CAAEQU010000000,GCA_900758235,1853654,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQU01.fasta.gz
CAAEQV010000000,GCA_900758225,1819443,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQV01.fasta.gz
CAAEQW010000000,GCA_900758215,1767450,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQW01.fasta.gz
CAAEQX010000000,GCA_900758245,1772153,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQX01.fasta.gz
CAAEQY010000000,GCA_900758255,2212762,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQY01.fasta.gz
CAAEQZ010000000,GCA_900758265,1038892,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEQZ01.fasta.gz
CAAERA010000000,GCA_900758275,2025980,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERA01.fasta.gz
CAAERB010000000,GCA_900758285,1435209,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERB01.fasta.gz
CAAERC010000000,GCA_900758295,2161183,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERC01.fasta.gz
CAAERD010000000,GCA_900758305,1991591,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERD01.fasta.gz
CAAERE010000000,GCA_900758325,3225167,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERE01.fasta.gz
CAAERF010000000,GCA_900758315,4431252,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERF01.fasta.gz
CAAERG010000000,GCA_900758335,3518212,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERG01.fasta.gz
CAAERH010000000,GCA_900758345,2291966,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERH01.fasta.gz
CAAERI010000000,GCA_900758365,1976528,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERI01.fasta.gz
CAAERJ010000000,GCA_900758375,1939875,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERJ01.fasta.gz
CAAERK010000000,GCA_900758385,1731940,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERK01.fasta.gz
CAAERL010000000,GCA_900758395,2571134,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERL01.fasta.gz
CAAERM010000000,GCA_900758425,1769563,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERM01.fasta.gz
CAAERN010000000,GCA_900758435,1367914,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERN01.fasta.gz
CAAERO010000000,GCA_900758495,1450859,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERO01.fasta.gz
CAAERP010000000,GCA_900758465,2171793,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERP01.fasta.gz
CAAERQ010000000,GCA_900758475,2011336,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERQ01.fasta.gz
CAAERR010000000,GCA_900758445,1871822,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERR01.fasta.gz
CAAERS010000000,GCA_900758485,4373860,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERS01.fasta.gz
CAAERT010000000,GCA_900758505,1874873,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERT01.fasta.gz
CAAERU010000000,GCA_900758515,2055490,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERU01.fasta.gz
CAAERV010000000,GCA_900758555,2414195,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERV01.fasta.gz
CAAERW010000000,GCA_900758545,1901641,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERW01.fasta.gz
CAAERX010000000,GCA_900758525,3082695,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERX01.fasta.gz
CAAERY010000000,GCA_900758535,1541248,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERY01.fasta.gz
CAAERZ010000000,GCA_900758565,1933995,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAERZ01.fasta.gz
CAAESA010000000,GCA_900758615,1181571,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESA01.fasta.gz
CAAESB010000000,GCA_900758575,1809744,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESB01.fasta.gz
CAAESC010000000,GCA_900758585,1879527,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESC01.fasta.gz
CAAESD010000000,GCA_900758595,1765764,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESD01.fasta.gz
CAAESE010000000,GCA_900758605,6380328,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESE01.fasta.gz
CAAESF010000000,GCA_900758405,765458,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESF01.fasta.gz
CAAESG010000000,GCA_900758415,2050787,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESG01.fasta.gz
CAAESH010000000,GCA_900758645,1612933,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESH01.fasta.gz
CAAESI010000000,GCA_900758625,1945471,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESI01.fasta.gz
CAAESJ010000000,GCA_900758635,3740868,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESJ01.fasta.gz
CAAESK010000000,GCA_900758665,1148689,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESK01.fasta.gz
CAAESL010000000,GCA_900758655,1489446,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESL01.fasta.gz
CAAESM010000000,GCA_900758455,1275785,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESM01.fasta.gz
CAAESN010000000,GCA_900758675,2451525,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESN01.fasta.gz
CAAESO010000000,GCA_900758685,2179875,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESO01.fasta.gz
CAAESP010000000,GCA_900758695,1959348,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESP01.fasta.gz
CAAESQ010000000,GCA_900758715,2259143,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESQ01.fasta.gz
CAAESR010000000,GCA_900758775,2008323,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESR01.fasta.gz
CAAESS010000000,GCA_900758735,2222503,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESS01.fasta.gz
CAAEST010000000,GCA_900758745,2638306,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEST01.fasta.gz
CAAESU010000000,GCA_900758725,1868146,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESU01.fasta.gz
CAAESV010000000,GCA_900758765,1635422,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESV01.fasta.gz
CAAESW010000000,GCA_900758845,1950666,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESW01.fasta.gz
CAAESX010000000,GCA_900758825,3218311,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESX01.fasta.gz
CAAESY010000000,GCA_900758835,1870220,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESY01.fasta.gz
CAAESZ010000000,GCA_900758805,1939605,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAESZ01.fasta.gz
CAAETA010000000,GCA_900758865,1911498,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETA01.fasta.gz
CAAETB010000000,GCA_900758855,1551374,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETB01.fasta.gz
CAAETC010000000,GCA_900758875,2096951,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETC01.fasta.gz
CAAETD010000000,GCA_900758885,2111473,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETD01.fasta.gz
CAAETE010000000,GCA_900758905,1482884,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETE01.fasta.gz
CAAETF010000000,GCA_900758915,1220408,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETF01.fasta.gz
CAAETG010000000,GCA_900758895,1395766,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETG01.fasta.gz
CAAETH010000000,GCA_900758925,1262429,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETH01.fasta.gz
CAAETI010000000,GCA_900758945,1925728,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETI01.fasta.gz
CAAETJ010000000,GCA_900758935,2469904,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETJ01.fasta.gz
CAAETK010000000,GCA_900758965,2128230,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETK01.fasta.gz
CAAETL010000000,GCA_900758955,1771680,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETL01.fasta.gz
CAAETM010000000,GCA_900758975,1515084,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETM01.fasta.gz
CAAETN010000000,GCA_900758795,971433,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETN01.fasta.gz
CAAETO010000000,GCA_900758755,1795034,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETO01.fasta.gz
CAAETP010000000,GCA_900758995,2090204,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETP01.fasta.gz
CAAETQ010000000,GCA_900758985,1964946,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETQ01.fasta.gz
CAAETR010000000,GCA_900759035,1941822,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETR01.fasta.gz
CAAETS010000000,GCA_900758815,2264247,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETS01.fasta.gz
CAAETT010000000,GCA_900758785,1201746,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETT01.fasta.gz
CAAETU010000000,GCA_900759045,2041640,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETU01.fasta.gz
CAAETV010000000,GCA_900759055,1940798,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETV01.fasta.gz
CAAETW010000000,GCA_900759135,1797967,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETW01.fasta.gz
CAAETX010000000,GCA_900759125,2144246,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETX01.fasta.gz
CAAETY010000000,GCA_900759105,2228600,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETY01.fasta.gz
CAAETZ010000000,GCA_900759095,2188202,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAETZ01.fasta.gz
CAAEUA010000000,GCA_900759145,4489982,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUA01.fasta.gz
CAAEUB010000000,GCA_900759025,2116968,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUB01.fasta.gz
CAAEUC010000000,GCA_900759155,2505589,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUC01.fasta.gz
CAAEUD010000000,GCA_900759165,1488019,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUD01.fasta.gz
CAAEUE010000000,GCA_900759015,1610020,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUE01.fasta.gz
CAAEUF010000000,GCA_900759175,1240072,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUF01.fasta.gz
CAAEUG010000000,GCA_900759195,1144354,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUG01.fasta.gz
CAAEUH010000000,GCA_900759205,1373572,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUH01.fasta.gz
CAAEUI010000000,GCA_900759185,2651208,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUI01.fasta.gz
CAAEUJ010000000,GCA_900759215,2296974,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUJ01.fasta.gz
CAAEUK010000000,GCA_900759075,2024836,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUK01.fasta.gz
CAAEUL010000000,GCA_900759065,2905424,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUL01.fasta.gz
CAAEUM010000000,GCA_900759225,2204403,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUM01.fasta.gz
CAAEUN010000000,GCA_900759085,1882756,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUN01.fasta.gz
CAAEUO010000000,GCA_900759255,1861068,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUO01.fasta.gz
CAAEUP010000000,GCA_900759245,2564419,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUP01.fasta.gz
CAAEUQ010000000,GCA_900759005,2224944,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUQ01.fasta.gz
CAAEUR010000000,GCA_900759265,1356958,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUR01.fasta.gz
CAAEUS010000000,GCA_900759275,3237357,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUS01.fasta.gz
CAAEUT010000000,GCA_900759305,1795837,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUT01.fasta.gz
CAAEUU010000000,GCA_900759295,1765118,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUU01.fasta.gz
CAAEUV010000000,GCA_900759315,3431880,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUV01.fasta.gz
CAAEUW010000000,GCA_900759325,1721304,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUW01.fasta.gz
CAAEUX010000000,GCA_900759335,2216826,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUX01.fasta.gz
CAAEUY010000000,GCA_900759355,1592180,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUY01.fasta.gz
CAAEUZ010000000,GCA_900759385,2698483,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEUZ01.fasta.gz
CAAEVA010000000,GCA_900759365,1941464,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVA01.fasta.gz
CAAEVB010000000,GCA_900759395,1989427,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVB01.fasta.gz
CAAEVC010000000,GCA_900759415,1527844,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVC01.fasta.gz
CAAEVD010000000,GCA_900759435,1822872,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVD01.fasta.gz
CAAEVE010000000,GCA_900759425,1940854,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVE01.fasta.gz
CAAEVF010000000,GCA_900759405,2122364,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVF01.fasta.gz
CAAEVG010000000,GCA_900759235,2136882,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVG01.fasta.gz
CAAEVH010000000,GCA_900759445,3536837,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVH01.fasta.gz
CAAEVI010000000,GCA_900759455,1901334,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVI01.fasta.gz
CAAEVJ010000000,GCA_900759285,3636040,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVJ01.fasta.gz
CAAEVK010000000,GCA_900759475,1277283,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVK01.fasta.gz
CAAEVL010000000,GCA_900759485,588264,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVL01.fasta.gz
CAAEVM010000000,GCA_900759465,1693010,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVM01.fasta.gz
CAAEVN010000000,GCA_900759495,2756024,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVN01.fasta.gz
CAAEVO010000000,GCA_900759375,2230306,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVO01.fasta.gz
CAAEVP010000000,GCA_900759505,1850660,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVP01.fasta.gz
CAAEVQ010000000,GCA_900759535,2399930,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVQ01.fasta.gz
CAAEVR010000000,GCA_900759525,4758133,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVR01.fasta.gz
CAAEVS010000000,GCA_900759515,1878350,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVS01.fasta.gz
CAAEVT010000000,GCA_900759545,2617965,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVT01.fasta.gz
CAAEVU010000000,GCA_900759575,2197709,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVU01.fasta.gz
CAAEVV010000000,GCA_900759565,1990943,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVV01.fasta.gz
CAAEVW010000000,GCA_900759555,1357280,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVW01.fasta.gz
CAAEVX010000000,GCA_900759585,2588276,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVX01.fasta.gz
CAAEVY010000000,GCA_900759645,2034086,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVY01.fasta.gz
CAAEVZ010000000,GCA_900759655,2067722,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEVZ01.fasta.gz
CAAEWA010000000,GCA_900759615,2121099,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEWA01.fasta.gz
CAAEWB010000000,GCA_900759625,966058,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEWB01.fasta.gz
CAAEWC010000000,GCA_900759635,3922230,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEWC01.fasta.gz
CAAEWD010000000,GCA_900759595,1880249,2019-04-09,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEWD01.fasta.gz
CAAEWE010000000,GCA_900759665,2879921,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEWE01.fasta.gz
CAAEWF010000000,GCA_900759675,1823630,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEWF01.fasta.gz
CAAEWG010000000,GCA_900759685,2956246,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEWG01.fasta.gz
CAAEWH010000000,GCA_900759695,1707248,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEWH01.fasta.gz
CAAEWI010000000,GCA_900759725,1819896,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEWI01.fasta.gz
